text,labels
"Fujifilm  A100 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A220 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z300 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J32 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J30 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A150 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J35 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z37 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A160 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z33WP comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J37 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A160 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J250 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S2000hd comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F100fd comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J22 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S100fs comes with a  2/3"" ~ 8.8 x 6.6 mm CCD sensor, which has a diagonal of  11.00 mm 0.43"" and a surface area of 58.08 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J100 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J20 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z200fd comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S1000fd comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J110w comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A850 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F60fd comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J210 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J50 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J12 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z20fd comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J120 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J25 comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J10 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J150w comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S8100fd comes with a  1/2.3"" ~ 6.16 x 4.62 mm CCD sensor, which has a diagonal of  7.70 mm 0.3"" and a surface area of 28.46 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  J15 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5700 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  IS-1 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F40fd comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F50fd comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  IS Pro comes with a  23 x 15.5 mm CCD sensor, which has a diagonal of  27.74 mm 1.09"" and a surface area of 356.50 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A900 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm Bigjob HD-3W comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br B-mo I-mo O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z100fd comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F47fd comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5700 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  IS-1 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A920 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z5fd comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F45fd comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A800 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5800 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z10fd comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A825 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A610 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S8000fd comes with a  1/2.35"" ~ 6.03 x 4.52 mm CCD sensor, which has a diagonal of  7.54 mm 0.3"" and a surface area of 27.26 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A500 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F31fd comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z3 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A600 Zoom comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F470 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A700 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A510 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5 Pro comes with a  23 x 15.5 mm CCD sensor, which has a diagonal of  27.74 mm 1.09"" and a surface area of 356.50 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A400 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S6500fd comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S6000fd comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F31fd comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A500 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z3 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A600 Zoom comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A700 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F470 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A345 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5600 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Q1 comes with a  1/2"" ~ 6.4 x 4.8 mm CMOS sensor, which has a diagonal of  8.00 mm 0.31"" and a surface area of 30.72 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A350 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S9500 comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F11 Zoom comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z1 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F460 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  E900 Zoom comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F10 Zoom comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  Z2 comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S9000 Zoom comes with a  1/1.6"" ~ 8 x 6 mm CCD sensor, which has a diagonal of  10.00 mm 0.39"" and a surface area of 48.00 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5200 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F450 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  E510 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F440 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F455 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  E510 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F450 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A120 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  E550 Zoom comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  E500 Zoom comes with a  1/2.5"" ~ 5.75 x 4.32 mm CCD sensor, which has a diagonal of  7.19 mm 0.28"" and a surface area of 24.84 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A330 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm Bigjob HD1 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br B-mo I-mo O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F710 comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F810 Zoom comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S20 Pro comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S3 Pro comes with a  23.5 x 15.6 mm CCD sensor, which has a diagonal of  28.21 mm 1.11"" and a surface area of 366.60 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5500 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5100 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F420 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F700 comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A210 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S3000 Z comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A310 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F610 comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A205 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F410 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S7000 Zoom comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S5000 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S2 Pro comes with a  23 x 15.5 mm CCD sensor, which has a diagonal of  27.74 mm 1.09"" and a surface area of 356.50 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A303 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  3800 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A202 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F402 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F401 Zoom comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S304 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  S602Z Pro comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  M603 comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  F601 Zoom comes with a  1/1.7"" ~ 7.53 x 5.64 mm CCD sensor, which has a diagonal of  9.41 mm 0.37"" and a surface area of 42.47 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fujifilm  A204 comes with a  1/2.7"" ~ 5.33 x 4 mm CCD sensor, which has a diagonal of  6.66 mm 0.26"" and a surface area of 21.32 mm².",B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
