ID,Title
66,"The Leica M10-R is the latest revision of the company's M-mount rangefinder camera. With a 40MP sensor, it's the highest resolution M-series camera yet (as of July 2020), and Leica claims that it offers more dynamic range and less noise than previous models. It has the same ultra-quiet shutter of other recent M models, and can now take exposures as long as 16 minutes. The large, bright line viewfinder has automatic parallax correction and a magnification of 0.73x. A 3"" touchscreen display offers a modern interface. Wi-Fi (2.4Ghz) is built in, but Bluetooth is not. As with all Leica cameras, build quality is first rate."
67,"The EOS R5 is Canon's flagship full-frame mirrorless camera in 2020. It features an all-new, Canon-developed 45MP CMOS sensor with in-body image stabilization that can reduce shake by up to 8 stops. The camera uses the Dual Pixel AF II system, which has 1053 AF points across the entire frame. The advanced autofocus system uses Deep Learning to track both people and animals. The R5 is capable of shooting bursts at 20 fps with its electronic shutter and 12 fps with the mechanical shutter, both with continuous AF. The R5 can shoot 8K video at 30p and 24p, saved as either Raw or H.265 footage. It's also capable of capturing oversampled 4K footage at up to 120p. C-Log and HDR PQ are supported.  The SLR-styled R5 has a solid build and is weather-sealed. Its OLED electronic viewfinder has 5.76 million dots and a magnification of 0.76x. Its fully articulating LCD has 2.1 million dots and its touch-sensitive. The camera also features dual memory card slots: one for SD, another for CFexpress. It offers dual-band Wi-Fi with support for real-time FTP transfer. The Canon EOS R5 is well-suited for just about any type of photographer, whether you shoot portraits, events, weddings, sports, family gatherings, and more. We've felt a bit let down by Canon's promises of the camera's outright video capability, but for most users, it's still a great option for getting good-quality video clips of almost anything you point it at. Power users that need the best video quality all the time won't be a good fit, but otherwise the EOS R5 is a fantastic option for almost anyone looking for a quality full-frame high-resolution mirrorless camera. Good for: Landscape, event, portrait, and wedding photographers, as well as sports photographers that can benefit from the camera's fast burst rate in its electronic shutter mode. Not so good for: Dedicated video users wanting the best video quality will be hampered by overheating; hybrid photo/video shooters that split their time but still need top-quality video."
68,"The Canon EOS R6 is an enthusiast-grade full-frame mirrorless camera. It's essentially a stripped-down version of the EOS R5, but appears to be very capable. The camera uses a 20MP CMOS sensor - the same as in the EOS 1D X Mark III -  with in-body image stabilization that can reduce shake by up to 8 stops. The camera uses the Dual Pixel AF II system, which has 1053 AF points across the entire frame. The R6 is capable of shooting bursts at 20 fps with its electronic shutter and 12 fps with the mechanical shutter, both with continuous AF. The R6 can shoot UHD and DCI 4K video at up to 60p, saved as either Raw or H.265 footage. 10-bit 4:2:2 internal regarding using C-Log and HDR PQ are supported.  The SLR-styled R6 has a solid build and is weather-sealed. Its OLED electronic viewfinder has 3.69 million dots and a magnification of 0.76x. Its 3"" fully articulating LCD has 1.62 million dots and its touch-sensitive. The camera also features dual SD memory card slots and Wi-Fi with Bluetooth. The Canon EOS R6 offers much of the capability of the EOS-1D X III in an enthusiast-level mirrorless body. It's only a 20MP camera but one that can produce great results across a huge range of photographic challenges. The tendency to overheat if used before shooting video undermines its appeal for people shooting video and stills together, but the footage is best-in-class if you can work around this limitation. A superb photographers' camera, even if it's not quite the perfect hybrid model. Good for: A wide range of photographers, anyone looking to adopt the RF mount. Not so good for: Stills + Video shooters needing utter dependability."
69,"The Panasonic Lumix DC-G100 (G110 is some regions) is a compact Micro Four Thirds camera targeted toward vloggers. It has a very bright fully articulating LCD with on-screen buttons for still and video capture, a large red video record button on the top plate, and a directional microphone. It captures UHD 4K at up to 30p, 1080 at 60p, and high speed at up to 120 fps. It also has V-Log L built in.  The G100 uses a 20MP Four Thirds sensor, though it lacks in-body image stabilization like most Panasonic ILCs. It uses the company's Depth from Defocus contrast-detect AF system. The large field-sequential electronic viewfinder has an equivalent of 3.68 million dots. The camera can shoot as fast as 10 fps with continuous AF using its electronic shutter, or 5 fps with its mechanical shutter. It supports the optional DMW-SHGR1 selfie stick / mini tripod combination, which connects over USB. The G100 is designed to be a camera for vloggers and content creators but its severe crop in video (especially if you want stabilization) and its inconsistent AF undermine it for that task. It's a capable enough small interchangeable lens camera but one whose special features aren't particularly usable. Good for: Photography when you have to travel light Not so good for: Vlogging, if you need 4K or stabilization"
70,"The Sony Z-V1 is a variation of the RX100 VA that is squarely targeted toward vloggers. While it uses the same 24-70mm equiv. lens and 20MP 1"" sensor as that camera, the Z-V1 eschews the RX100 VA's pop-up viewfinder for a directional 3-capsule microphone. The mode dial is now a giant record button, and a tally lamp can be found on the front. The camera has Sony's latest autofocus system, including real-time eye AF. A background defocus function lets you quickly switch between two levels of background blur at the push of a button, even while recording. The Z-V1 has oversampled 4K video and Full HD to 120 fps. It supports HLG and S-Log2/3 for easier color grading. While it has a mic socket, a headphone jack is missing. Unlike the RX100 VA, this camera has a vlogger-friendly fully articulating touchscreen display. The ZV-1 is a solid option for vloggers and photographers looking for a compact camera with a fast lens and great video and still image quality. Its novel microphone and video-friendly ergonomics are big plusses, but we want to see Sony introduce a more modern touch interface and update their menus to appeal to a wider audience. Overall, whether you're a dedicated video maker or just want an easy-to-use camera for good quality clips, the ZV-1 is worth a look. Good for: Vlogging and video capture, travel photo and video, family photography. Not so good for: Users that need a longer zoom range and users that have no need for video or the video-focused features of this camera."
71,"The Fujifilm X-T4 is an enthusiast SLR-style mirrorless camera with a 26MP BSI CMOS X-Trans sensor and in-body image stabilization that can reduce shake by up to 6.5 stops. It uses the same hybrid AF system as the X-T3, with 425 phase-detect points, but with improved algorithms. The camera has the analog controls for shutter speed, ISO and exposure compensation, with numerous customizable dials. The X-T4 has a 3.69M-dot electronic viewfinder with a large 0.75x magnification as well as a fully articulated LCD. The tough magnesium-alloy body is sealed against dust and moisture and features a pair of SD card slots that support UHS-II media. The camera shoots continuously at 20 fps (e-shutter) or 15 fps (mechanical shutter) at full resolution, or at up to 30 fps in a 1.25x crop mode. Video can be captured at both DCI and UHD 4K at up to 60p, with a top bit rate of 400Mbps. The camera supports the H.265 codec and can output 10-bit video at 4:2:2 over HDMI, or record internal 10-bit at 4:2:0. Fujifilm's F-Log format is supported, as are Film Simulation favorites like Eterna. The camera has a microphone socket, but a USB-C dongle is required to add a headphone jack. The X-T4 is one of the most expensive APS-C cameras available but also probably the most capable. Its autofocus system isn't quite as consistent or refined as the best of its rivals but in every other respect it excels. Its images are attractive, its video quality superb and it's engaging to shoot with. Good for: People shooting both stills and video Not so good for: Must-get-the-shot sports shooting"
72,"The Olympus OM-D E-M1 Mark III is a high-end Micro Four Thirds camera with a 20MP sensor , in-body image stabilization with up to 7.5 stops of shake reduction and the same processor as the E-M1X. By shifting its sensor slightly, the E-M1 III can create 50MP stills, even while the camera is hand-held. Another trick the camera has is a Live ND function, while has the simulates the effects of a neutral density filter without actually needing a phsyical filter. The E-M1 III capable of shooting bursts of up to 18 fps with continuous AF and even faster with single AF. It uses the same hybrid autofocus system as the E-M1X, minus the train, car and airplane detection. The camera's magnesium alloy body is weather-sealed to IPX1 standards and has an updated dust reduction system and a shutter rated at 400k cycles. It sports a fully articulating touch LCD as well as an electronic viewfinder with a 120 fps refresh rate. The camera has two SD card slots, one of which supports UHS-II speeds. USB Power Delivery is supported, for powering the camera or charging on the go. The E-M1 III can capture DCI and UHD 4K video with support for OM-Log and 4:2:2 output over HDMI. It has both mic and headphone sockets, with the former now offering higher quality audio capture (with Olympus's LS-P4 recorder) and less white noise. The Olympus E-M1 III is our favorite Micro Four Thirds cameras for stills shooters, as of publication. It's capable of very good image quality and jam-packed with fun and useful features. It's also no slouch when it comes to 4K video capture and offers some of the best image stabilization around. All this in a supremely well-built, comfortable, customizable and attractive body. That said being said, there are more capable, large sensor cameras available for the money. Good for: Action, wildlife, nature and landscape shooters (with high-res mode). Micro Four Thirds shooters seeking the best image quality. General and travel photographers desiring a small kit. Not so good for: Those requiring the best dynamic range and/or resolution. Those needing reliable subject tracking."
73,"Equipped with a 24 Megapixel APS-C CMOS sensor and DIGIC 8 processor, Canon's EOS Rebel T8i (EOS 850D in most regions) is the company's 'high-end entry-level' DSLR. When shooting through the viewfinder there's a 45-point all-cross-type AF system, while Canon's excellent Dual Pixel AF is available for live view and video capture using the camera's fully articulating touchscreen. When in live view, the camera offers both face and eye detection. 4K video can be captured at 24p and Full HD at 60p. Vloggers will appreciate the ability to shoot vertical video. The camera features a 3.5mm input for an external microphone. Connectivity options include Wi-Fi and Bluetooth. The Canon EOS Rebel T8i is well-built with comfortable ergonomics and provides solid image quality for users that prefer an optical viewfinder. Unfortunately, its video capabilities aren't that impressive, and the viewfinder autofocus system is a little basic compared to what you get on mirrorless cameras through their electronic finders. Still, if you're in the market for a reasonably affordable DSLR, the EOS Rebel T8i is worth a look. Good for: Amateur photographers looking for a solid camera to learn and grow with, users looking for a fairly compact camera with an optical viewfinder. Not so good for: Photographers that want the best autofocus and exposure performance through the viewfinder, users that are looking for good 4K video and those looking for even more compact options."
74,"The WG-70 is a rugged camera that's waterproof to 14m/46ft, shockproof from 1.6m/5ft and freezeproof to -10C/+14F. It features a 16MP CMOS sensor, 28-140mm equiv. lens, 2.7"" LCD and 1080/30p video capture. Wi-Fi is not available. The only difference between the WG-70 and the WG-60 that came before it are new digital microscope and cross processing modes. The camera is available in black and orange."
75,"The Fujifilm X100V is a rangefinder-style camera with a fixed 35mm equiv. F2 lens. It has a unique viewfinder that can be optical or electronic, along with a tilting touchscreen LCD. The camera has dials for just about everything, giving it the feel of cameras from days past. The X100V uses Fujifilm's 26MP X-Trans CMOS sensor along with the company's latest AF system, which includes face and eye detection. In addition to taking high-res stills, the X100V can also capture both DCI and UHD 4K video for up to 10 minutes, and supports F-Log and Eterna. The X100V is an engaging, well-built camera that produces beautiful images, has best-in-class video, excellent autofocus and optional weather-sealing. Meaningful updates like a tilting touchscreen, updated viewfinder and redesigned lens have us largely looking past its imperfections. Assuming you like the 35mm-equivalent focal length, it makes a strong case as a photographer's carry-everywhere compact that's good for all kinds of photography. Good for: Street and documentary photography and videography, environmental portraiture, social snapshots, travel. Not so good for: Vlogging, sports and action where longer focal lengths are required, high-res landscape photography."
76,"The Fujifilm X-T200 is a low-to-midrange mirrorless camera that uses the company's X-mount. It features a 24MP APS-C CMOS sensor (non X-Trans) with on-sensor phase detection. Despite its relatively compact size, Fujifilm still found a way to give the X-T200 a fully articulating 3.5"" touchscreen display, plus an electronic viewfinder. The camera can shoot bursts with continuous AF at up to 8 fps, though the buffer fills quickly. Uncropped, oversampled 4K footage can be captured at up to 30p, with a 15 minute limit. The camera has a built-in mic jack and supports headphones via an included adapter. Connectivity options include Wi-Fi and Bluetooth. The Fujifilm X-T200 is a camera with an attractive design, good build quality and fantastic 3.5"" display. It can be operated almost entirely via the touchscreen, though it has plenty of dials if you wish to use them. Its photo and 4K video quality are very good, though 1080 quality isn't so hot. It has some nice video features, including mic and headphone sockets and a 'digital gimbal' function. The camera does has some ergonomic quirks, its autofocus is good but not great, and its battery life is average. Good for: Those seeking a camera with an easy-to-use touchscreen interface or who want a compact, inexpensive camera with a vast collection of great lenses. Not so good for: Those who want a heavily customizable camera or for whom autofocus performance is a top priority."
77,"The Leica M10 Monochrom is a black and white rangefinder camera with a newly designed 40MP sensor. It maintains the thin design of the M10 series while adding the touchscreen, silent shutter and Wi-Fi of the M10-P."
78,"The Nikon D780 is an enthusiast-level full-frame DSLR that inherits features from the company's professional D5 and D810 models. It features a 24MP BSI-CMOS sensor paired with an Expeed 6 processor, with a top (expanded) ISO of 204,800. It can shoot bursts at 7 fps with continuous autofocus. When shooting through the viewfinder there's a 51-point AF system, similar to the one on its predecessor (the D750), but with improved algorithms borrowed from the D5.  In live view the camera uses a hybrid (contrast + phase detection) system for dramatically faster focusing performance than on previous models. The D780 can capture UHD 4K video at 30p and high speed Full HD video at 120p. As one would expect, the camera has solid build quality. It offers a tilting 3.2"" touchscreen display, USB Type C port (that can be used to charge the battery) and a pair of UHS-II SD card slots. Wireless options include Wi-Fi and Bluetooth. The D780 can take over 2200 photos on a single charge of its battery. The Nikon D780 is a fabulous all-around stills and video camera for folks who prefer the DSLR-format. It's well-built, comfortable to shoot with and highly customizable. Autofocus performance is, for the most part, excellent. But inconsistencies between live view autofocus and through the finder autofocus may cause some confusion. Still, battery life is great and a dedicated smartphone app offers good connectivity. Good for: Stills and video shooters looking for a DSLR-style camera that can do it all. Not so good for: Anyone requiring in-body image stabilization or folks seeking a small/light package."
79,"The Nikon Coolpix P950 is a mega-zoom camera with a lens equivalent to 24-2000mm, with an image stabilizer capable of reducing shake by up to 5.5 stops. The minimum focus distance of the lens is just 1cm (0.4""). The P950 uses a 16MP 1/2.3"" sensor and supports Raw capture. Video can be captured at 4K/30p, and a mic input lets users capture higher-quality audio. The P950 has a 2.4M-dot electronic viewfinder along with a fully articulating display. Connectivity options include Wi-Fi and Bluetooth. The only reason to consider buying the Nikon Coolpix P950 is its lens, which – covering an equivalent focal length range of 24-2000mm – is extraordinary. There are very few cameras that can match the P950's versatility, although you'll get better image quality and more advanced autofocus from several similarly-priced (but less ambitious) compact cameras. Good for: Birding, travel (especially cruises, safaris etc), and those situations where you need to shoot for the moon – literally Not so good for: Landscapes, fast-moving subjects or any situation where critical image quality is more important than zoom range"
80,"The Canon EOS-1D X Mark III is a professional digital SLR with a newly designed 20MP full-frame CMOS sensor and Digic X processor. It has an all-new 191-point AF system that uses 'deep learning' to track heads and faces. In live view, it uses Dual Pixel AF to quickly focus and track subjects for stills and video. It can shoot at 20 fps in live view and 16 fps with the viewfinder with continuous exposure and focus, with a buffer that can hold over 1000 photos.  The Mark III can capture 5.5K/60p Raw video as well as UHD and DCI 4K at up to 60p (though AF is locked at that frame rate - a cropped DCI 4K/60p mode offers AF). When using Canon Log it can record 10-bit, 4:2:2 video internally. As one would expect, a mic and headphone socket are included. The body is as rugged as they come and is fully weather-sealed. It has a unique AF-point joystick that uses an optical sensor to track finger movements, and many buttons on the rear are backlit. The large optical viewfinder has a magnification of 0.76x and an eye point of 20mm. Photos can also be composed on a 3.2"" touchscreen LCD with over 2.1 million dots. The Mark III has a pair of CFexpress slots plus built-in Wi-Fi, Bluetooth and GPS. An optional wireless transmitter allows for faster speeds and additional features. Canon's EOS-1D X Mark III is currently the camera to beat in its class. It churns out great images right out of the camera, has class-leading dynamic range and makes for a powerful video camera. Its autofocus subject tracking is, if not head-and-shoulders above its peers, competitive with the best on the market. If you need a rugged camera that can keep up with just about anything you point it at, then look no further. Good for: Sports and action photography professionals, wedding, event and hybrid stills / video shooters, photojournalists. Not so good for: Dedicated landscape photographers, action, travel and adventure photographers looking for a lighter solution."
81,"The Leica SL2 is a 47 Megapixel full-frame camera that uses the L-mount that the company co-developed with Panasonic and Sigma. It has sensor-shift image stabilization built right in, and the camera can move the sensor in order to produce 187 Megapixel images. The SL2's body has been completely redesigned since its predecessor, making it easier to hold and operate, with the majority of the controls on its touchscreen. It has earned an IP54 rating for weather-sealing, as well. Its new 'Maestro III' processor allows for faster AF than its predecessor as well as 20 fps burst shooting with the electronic shutter or 10 fps with the mechanical shutter. The camera's touchscreen LCD is now 3.2"" in size and sports 2.1 million dots, while the EVF's resolution has been boosted to 5.76 million dots. The SL2 has two SD card slots, both of which are compatible with high-speed UHS-II media. The SL2 can capture DCI and UHD 4K video at 60 frames/sec and up to 180 fps in Full HD mode. When placed into 'Cine' mode, the terminology and displays on the SL2 become video-specific. The SL2 has both mic and headphone sockets, as well as a full-size HDMI port."
82,"The Fujifilm X-Pro3 is a unique mirrorless camera with a hybrid viewfinder and LCD that is only viewable when flipped down. Its viewfinder can be optical with guidelines and shooting information overlaid, or fully electronic. When the LCD is closed, an additional display on the rear of the camera shows shooting information or the current Film Simulation mode. The X-Pro3 has a 26MP APS-C X-Trans CMOS sensor, the same as on the X-T3, along with a hybrid autofocus system. The LCD flips down by up to 180 degrees and has a resolution of 1.62 million-dots. The viewfinder has a magnification of 0.52x when used optically and 0.66x when used as an EVF. The EVF has an OLED panel with 3.69 million dots. It has a USB 3.1 Type-C port and a 2.5mm remote/microphone socket.  The camera offers two new Film Simulation modes: Classic Neg. and Monochromatic color. It can capture 4K video at up to 30p, with a max bit rate of 200Mbps. The X-Pro3 has a 2.5mm mic input, which can also be used for a wired remote, along with a Type C USB 3.1 socket. Wireless options include Wi-Fi plus Bluetooth. The camera body is weather-sealed and has titanium top and bottom plates. It comes in both regular and 'DuraTech' finishes, with the latter being scratch-resistant. The X-Pro3 is a unique mirrorless camera, and will appeal to those who want a waist-level screen or an optical viewfinder experience. It'll be a camera you either covet or don’t see the value of, but that polarization is the X-Pro 3’s defining characteristic, and some photographers will find it very compelling. Good for: Street and enthusiast photographers looking for something a bit different. Not so good for: Sports or zoom-lens shooters. Photographers looking for a do-everything workhorse."
83,"The Olympus OM-D E-M5 Mark III is a midrange Micro Four Thirds mirrorless camera. Olympus redesigned many of its internal components, allowing the Mark III to be considerably smaller than its predecessor. It features a 20MP Four Thirds sensor (borrowed from the higher-end E-M1 II), a 5-axis in-body IS system (which can reduce shake by up to 6.5 stops) and a 121-point hybrid autofocus system. The camera can shoot bursts at 10 fps with continuous autofocus, and can fire away at 30 fps with focus and exposure locked on the first shot. It also has the ability to shoot ultra-high-res 50MP images by shifting its sensor, though a tripod is required. The body of the E-M5 III is weather-sealed and has a 2.36M-dot EVF and tilting touchscreen display. It can capture 4K 30p and 24p video, and also has a high speed 1080/120p option. As with all Olympus cameras, it has an extensive amounts of 'Art Filters', allowing users to stylize their photos without a computer. When it's time to share photos, the E-M5 III offers both Wi-Fi and Bluetooth. The Olympus OM-D E-M5 Mark III gets a lot of things right. It produces great images, is packed with fun and genuinely useful features, is well-built and beautifully designed, and above all, fun to use and take control over. Unfortunately, its autofocus just can't keep up with the competition and the overly complex user interface could use updating. But for many types of photography, the E-M5 Mark III will be a rewarding and capable choice. Good for: General and travel photography, landscape shooters wanting a compact kit and existing Micro Four Thirds users looking for some of the best image quality they can get. Not so good for: Those that photograph demanding sports and peak action and those that need a more full-featured video experience."
84,"The Olympus PEN E-PL10 is an entry-level Micro Four Thirds camera with a 16MP sensor, in-body image stabilization that reduces shake by up to 3.5 stops and a flip-down LCD. Its Auto mode has an easy-to-use interface and numerous special effects (Art Filters) are available. The E-PL10 can shoot bursts at 8.6 fps with AF locked on the first shot. Connectivity options include Wi-Fi and Bluetooth. The Olympus PEN E-PL10 is a compact, entry-level camera that's good at many things. It offers some beginner-friendly tools, though they don't lend themselves to growth as a photographer. Both photo and image quality are good, and the camera is responsive, but it doesn't do as much to stand out amongst its peers. Good for: Beginners who want to stick with automatic controls and take casual video clips. Not so good for: Beginners looking to grow into more experienced photographers. Those who want to charge the battery on the go."
85,"The Nikon Z50 is a compact mirrorless camera with an APS-C sensor (known as DX-format in Nikon-speak) that uses the company's Z-mount. It uses a 20.9MP BSI CMOS sensor (derived from the D500's) with on-sensor phase detection, but not in-body image stabilization like the full-frame Z6 and Z7. The lightweight Z50 has a touchscreen that tilts downward and a 2.36M-dot OLED viewfinder. It supports face and eye detection, and the Z50 can shoot continuously at 11 fps with continuous AF. The camera can record 4K/30p video, albeit with a 1.5x crop. It has numerous special effects that can be used for both stills and video. The Z50's connectivity includes Wi-Fi and Bluetooth. The Z50 is a capable and comfortable camera to use, for a wide range of photography. The autofocus system is a little more awkward than it needs to be, but generally it's a hugely competitive camera. If the lenses you want to use exist, it should be on your list of cameras to consider. Good for: Travel and everyday photography. Not so good for: Landscapes and high resolution imagery. Team sports."
86,"The Sony Alpha a9 II is the company's sports-oriented full-frame mirrorless camera. It features a 24MP stacked CMOS sensor which permits 20 fps burst shooting without the 'blackout' found on traditional DSLRs courtesy of its electronic shutter (it can shoot at 10 fps with its mechanical shutter). Its 693-point phase-detect covering 93% of the image area and features Sony's latest Real-Time Tracking system. The camera has an ISO range of 50-204,800 when fully expanded and 14-bit uncompressed Raws can be saved. It can also record oversampled UHD 4K video. The redesigned magnesium alloy body, reminiscent of the a7R IV, is weather-sealed, has onboard 5-axis image stabilization, and offers two dials plus a joystick for selecting an AF point. The large EVF has 3.7 million dots and the tilting 3"" LCD is touch-enabled. The a9 sports two SD card slots (both support UHS-II media) plus Gigabit Ethernet and USB 3.2 ports allowing users to transfer files over FTP (even in the background). Sony has updated its Wi-Fi system to support the 5Ghz band. The camera can store up to seven sets of camera and FTP settings, allowing for multiple photographers to use the same body the way they want. The Sony Alpha 9 Mark II comes with the best autofocus system we've seen. It's compact yet has a good-sized grip, produces great Raw and JPEG files, offers excellent battery life and solid video capture. That said, we do think its video capabilities and rear screen could be updated, and of course, this is a sports camera, so those looking for maximum resolution or dynamic range are barking up the wrong tree. But the a9 II meets and, in some cases, exceeds the capabilities of its peers and makes for a truly compelling value for sports and action photographers. Good for: Sports, action and event photography specialists, run-and-gun video shooters that need solid out-of-camera footage and generalist photographers that want the best autofocus performance they can find. Not so good for: Landscape and studio purists that may need more resolution or dynamic range, high-end video shooters that need more flexible files in post-production."
87,"The GoPro Max is a 360-degree camera and successor to the Fusion. The Max captures 16MP still images and – thanks to lenses on either side of the camera – can record full 360-degree video up to 5K. The front of the Max features a touchscreen LCD and the camera is capable of live streaming 1080p video, making it an appealing option for vloggers. In keeping with its GoPro Hero heritage, it's waterproof to 5m."
88,"The GoPro Hero8 offers 4K/60p video and debuted the second generation of the company's HyperSmooth digital image stabilization technology. It's equipped to work with GoPro's 'Media Mod' to add features like HDMI and mic ports, flip-up LCD and a shotgun mic. The camera takes 12MP stills and offers Raw photo capture. Video modes include 2.7K/120p and 1080 at up to 240 fps."
89,"The EOS M200 is an entry-level mirrorless camera that uses Canon's EF-M mount. It's a very modest update to the M100, with the main change being support for vertical video capture. It features a 24MP APS-C CMOS sensor, Canon's reliable Dual Pixel autofocus system (with eye detection) and a flip-up touchscreen. The camera can capture 4K video at 30p and can also create 4K time-lapse movies. Canon has made the camera easy to use, with 'Creative Assist' and guide modes. We think the Canon EOS M200 is one of the most approachable cameras for new photographers on the market today. It doesn't have the fastest burst speeds or the greatest video capture, but it has plenty of resolution, produces great images easily and just about fits in your pocket. Lastly, it's reasonably priced, and any additional lenses you might want for it are reasonably priced as well. Good for: New photographers, those who want to explore photography beyond their smartphones, travelers looking for good image quality in a very small package. Not so good for: More experienced photographers needing more hands-on control, those who need to frequently photograph fast-moving or unpredictable subjects."
90,"The Fujifilm X-A7 is an entry-level but well spec'd APS-C mirrorless camera. It features a 24MP CMOS sensor, hybrid autofocus system with nearly 100% coverage, a fully articulating LCD and 4K/30p video capture. The camera is compact and lightweight, and puts most of its controls onto its gigantic 3.5"", 2.76M-dot touchscreen. The X-A7 is capable of shooting bursts at 6 fps with continuous autofocus, though its buffer fills quickly. UHD 4K video does not have a crop, though there is a 10 minute time limit. The camera offers a mic input, but there's no headphone jack. Connectivity options include Wi-Fi and Bluetooth. The X-A7 is a small, affordable mirrorless camera whose interface makes it easy and enjoyable to use. Good for: Selfies, video and learning photography Not so good for: Composing shots in bright light (where a viewfinder helps)"
91,"The Nikon D6 is a professional DSLR designed for sports and action photography. It features a full-frame 20 Megapixel CMOS sensor and Nikon's most advanced autofocus system, as of February 2020. The AF system has 105 points, all of which are cross-type and use a 'triple-sensor arrangement'. Nikon claims that the D6 can focus down to -4.5EV. The camera can shoot bursts at up to 14 frames per second with continuous autofocus. As one would expect, the D6 has an incredibly durable, weather-sealed body. It has two XQD/CFexpress card slots along with Gigabit Ethernet, USB 3.2 and Wi-Fi + Bluetooth."
92,"The a6100 is a lower-priced APS-C mirrorless camera that uses Sony's E-mount. It features a 24MP CMOS sensor, 425-pt Hybrid AF system, 3"" tilting touchscreen LCD, 1.44M-dot EVF and 4K video capture. Its Real-time Tracking can keep objects, faces and eyes in focus, even at 11 fps. It has a microphone input which, along with the upward tilting LCD and oversampled 4K video, makes it ideal for vlogging. Connectivity options include Wi-Fi and Bluetooth. The a6100 is an entry-level mirrorless camera built around one of the best autofocus systems we've encountered (as of late 2019). With a couple of settings changes it can be one of the most powerful point-and-shoot cameras available, capable of taking good photos in a wide range of situations. Good for: Travel and family photography Not so good for: Someone that wants to take full creative control over their camera"
93,"The Sony a6600 is an E-mount mirrorless interchangeable lens camera with an 24MP APS-C sensor. It uses Sony's Real-time Tracking autofocus technology, which seamlessly and reliably transitions from subject tracking to face detection and finally to eye detection. The tilting touchscreen tilts up 180 degrees for selfies or vlogging, and there are microphone and headphone ports to record and monitor audio while recording video. The a6600 can capture 4K/30p video footage, with options for HLG or flat Log profiles for those that want to post-process their clips. The camera can shoot at 11 frames per second with autofocus and auto exposure, and comes with a large 'Z-type' FZ1000 battery that gives it some of the best battery life in this class. The Sony a6600 has an industry-leading autofocus system, is capable of excellent images and video, comes with very useful in-body image stabilization and has the best battery life of any mirrorless camera on the market at this time. However, its sensor is getting a bit long-in-the-tooth, and competitors have caught up or surpassed it regarding video quality and features, resolution and handling. But for family photography and even some sports and action, it's easily worth your consideration. Good for: Family and people photographers, most sports and action shooters, general and travel photography. Not so good for: Those who frequently take control over their camera and those who need a highly responsive camera for the most demanding action shooting."
94,"The Canon EOS 90D is a midrange APS-C digital SLR with an all-new 32.5MP CMOS sensor. It uses Canon's latest Digic 8 processor and an updated metering sensor, which allows for face detection when shooting through the viewfinder. It features Canon's Dual Pixel AF system for live view and video shooting, with speedy focusing and subject tracking. The camera has an average-sized optical viewfinder and a fully articulating touchscreen LCD. It can shoot bursts at 10 fps through the viewfinder and 7 fps in live view, both with continuous autofocus. The 90D is weather-resistant (to some degree), has headphone, microphone and USB-C ports (at USB 2.0 speeds, however). Connectivity options include Wi-Fi and Bluetooth. The EOS 90D is a DSLR that functions most reliably when used in live view, thanks to its excellent Dual Pixel AF system. Through-the-finder AF is less reliable, by comparison. The camera also offers excellent Raw image quality and usable full-width 4K in a well-built, weather-sealed package with fabulous ergonomics. Good for: Those looking to document friends and family. Anyone seeking an easy-to-use DSLR than can seamlessly handle stills and video capture. Those planning to mostly shoot in live view. Not so good for: Sports action and wildlife photographers requiring reliable through-the-finder autofocus."
95,"Canon's EOS M6 Mark II has a high-resolution 32.5MP sensor, Dual Pixel autofocus and captures 4K/30p video from the full width of its sensor. Despite a comfortable grip the camera remains very compact, with good controls and build quality. If you need an electronic viewfinder, Canon's EVF-DC2 is fully compatible, giving you a bright, contrasty view for both framing and reviewing your images. Currently, Canon's EF-M lens lineup is a bit limiting, but with an adapter, you can use their expansive EF-lens lineup for whatever it is that you'd like to photograph. Rounding out the package is Wi-Fi and Bluetooth connectivity. The Canon EOS M6 Mark II is a very capable camera that's now supported by a reasonable range of EF-M lenses. Improved autofocus and refined ergonomics make it a likeable and engaging camera to shoot with. Good for: Travel and everyday photography Not so good for: Sports or wildlife photographers"
96,"The Sony Cyber-shot DSC-RX100 VII is an ultra-compact, long zoom camera with a newly developed 20 Megapixel, 1""-type sensor. It features a 24-200mm equivalent F2.8-4.5 lens, flip-up touchscreen LCD and a clever pop-up OLED viewfinder. The RX100 VII is capable of taking very short bursts at 90 fps and can shoot blackout-free at 20 fps.  On the video side, the Mark VII captures oversampled UHD 4K video, Full HD at up to 120 fps and lower resolution video with a top frame rate of almost 1000 fps. Unlike its predecessor, the RX100 VII has a built-in mic input. Connectivity options include Wi-Fi, Bluetooth and NFC. The RX100 VII is the most capable pocket camera currently on the market. It offers a versatile zoom range and an industry-leading AF implementation, as well as good image quality and smooth, stabilized 4K. However the small maximum aperture of the lens does limit the camera's use in dim light. Good for: Anyone wishing for a versatile zoom range in a pocket-sized cameras with rock-solid-reliable autofocus. Travel and family photographers, video-enthusiasts and Vloggers. Not so good for: Anyone who primarily shoots in dim-lighting."
