text,labels
Lifelong 500 L Frost Free Multi-Door Refrigerator LL4DR500RG,B-br O O O O O O B-mo
Lifelong 4 L Thermoelectric Cooling Single Door Refrigerator LLPR04R,B-br O O O O O O O B-mo
Lloyd 310 L Frost Free Double Door 2 Star Refrigerator GLFF312AMWT1PB,B-br O O O O O O O O O B-mo
Lloyd 587 L Frost Free Side by Side Refrigerator GLSF590DGGT1LB,B-br O O O O O O O O B-mo
Lloyd 276 L Frost Free Double Door 2 Star Refrigerator GLFF282ASRT1PB,B-br O O O O O O O O O B-mo
Lloyd 225 L Direct Cool Single Door 2 Star Refrigerator GLDC242SBWT2PB,B-br O O O O O O O O O B-mo
Lloyd 340 L Frost Free Double Door 2 Star Refrigerator GLFF342AHGT1PB,B-br O O O O O O O O O B-mo
Lloyd 310 L Frost Free Double Door 3 Star Refrigerator GLFF313AHGT1PB,B-br O O O O O O O O O B-mo
Lloyd 340 L Frost Free Double Door 3 Star Refrigerator GLFF343AHGT1PB,B-br O O O O O O O O O B-mo
Lloyd 200 L Direct Cool Single Door 2 Star Refrigerator GLDC212SBWT2PB,B-br O O O O O O O O O B-mo
Lloyd 200 L Direct Cool Single Door 2 Star Refrigerator GLDC212SGBT2PB,B-br O O O O O O O O O B-mo
Lloyd 310 L Frost Free Double Door 3 Star Refrigerator GLFF313ADST1PB,B-br O O O O O O O O O B-mo
Lloyd 91 L Direct Cool Single Door 1 Star Refrigerator GLDC111RMGW1EB,B-br O O O O O O O O O B-mo
Lloyd 200 L Direct Cool Single Door 4 Star Refrigerator GLDF214SS1PB,B-br O O O O O O O O O B-mo
Lloyd 200 L Direct Cool Single Door 4 Star Refrigerator GLDF214SBWS2PB,B-br O O O O O O O O O B-mo
Lloyd 225 L Direct Cool Single Door 3 Star Refrigerator GLDF243SBBT2PB,B-br O O O O O O O O O B-mo
Lloyd 200 L Direct Cool Single Door 3 Star Refrigerator GLDF213SBBT2PB,B-br O O O O O O O O O B-mo
Lloyd 200 L Direct Cool Single Door 4 Star Refrigerator GLDF214ST2PB,B-br O O O O O O O O O B-mo
Lloyd 255 L Direct Cool Single Door 3 Star Refrigerator GLDF273SSBT2PB,B-br O O O O O O O O O B-mo
Lloyd 340 L Frost Free Double Door 3 Star Refrigerator GLFF343ADST1PB,B-br O O O O O O O O O B-mo
Lloyd 200 L Direct Cool Single Door 3 Star Refrigerator GLDC213ST2PB,B-br O O O O O O O O O B-mo
Lloyd 519 L Frost Free Multi Door Inverter Technology Star Refrigerator GLMF520DSST1GB,B-br O O O O O O O O O O B-mo
Lloyd 200 L Direct Cool Single Door 4 Star Refrigerator GLDF214SBBS2PB,B-br O O O O O O O O O B-mo
Lloyd 587 L Frost Free Side by Side Refrigerator GLSF590DGLT1LB,B-br O O O O O O O O B-mo
Lloyd 587 L Frost Free Side by Side Refrigerator GLSF590DSST1PB,B-br O O O O O O O O B-mo
Lloyd 255 L Direct Cool Single Door 2 Star Refrigerator GLDC272SGBT2PB,B-br O O O O O O O O O B-mo
Lloyd 252 L Frost Free Double Door 2 Star Refrigerator GLFF262EDST1PB,B-br O O O O O O O O O B-mo
Lloyd 340 L Frost Free Double Door 2 Star Refrigerator GLFF342ASRT1PB,B-br O O O O O O O O O B-mo
Lloyd 310 L Frost Free Double Door 2 Star Refrigerator GLFF312ASRT1PB,B-br O O O O O O O O O B-mo
MarQ by Flipkart 468 L Frost Free Side by Side Refrigerator 468ASMQS,B-br I-br I-br O O O O O O O O B-mo
MarQ by Flipkart 90 L Direct Cool Single Door 1 Star Refrigerator 100BD1MQG1,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 190 L Direct Cool Single Door 3 Star Refrigerator 190BD3MQW,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 271 L Frost Free Double Door 2 Star Refrigerator 272JF2MQDS,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 338 L Frost Free Double Door 2 Star Refrigerator 340JF2MQDS,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 308 L Frost Free Double Door 3 Star Refrigerator 310JF3MQDS,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 195 L Direct Cool Single Door 2 Star Refrigerator MDCR195PG,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 180 L Direct Cool Single Door 3 Star Refrigerator 180BD3MQR,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 472 L Frost Free Side by Side 2 Star Refrigerator 472GFDMQS,B-br I-br I-br O O O O O O O O O O B-mo
MarQ by Flipkart 563 L Frost Free Side by Side Refrigerator 563GSMQS,B-br I-br I-br O O O O O O O O B-mo
MarQ by Flipkart 180 L Direct Cool Single Door 3 Star Refrigerator MDCR180PG,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 566 L Frost Free Side by Side Refrigerator 560GHSBMQ,B-br I-br I-br O O O O O O O O B-mo
MarQ by Flipkart 93 L Direct Cool Single Door 2 Star Refrigerator 93HSDMQ,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 90 L Direct Cool Single Door 1 Star Refrigerator 100BD1MQG,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 252 L Frost Free Double Door 3 Star Refrigerator 252CFDS3MQ,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 170 L Direct Cool Single Door 2 Star Refrigerator 170BD2MQB1,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 170 L Direct Cool Single Door 2 Star Refrigerator 170BD2MQR,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 215 L Direct Cool Single Door 5 Star Refrigerator 215DD5SMQBS-HDA,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 245 L Direct Cool Single Door 5 Star Refrigerator 245DD5SMQBP-HDA,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 196 L Direct Cool Single Door 4 Star Refrigerator 196BD4MQR2,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 468 L Frost Free Side by Side Refrigerator 468ASMQS,B-br I-br I-br O O O O O O O O B-mo
MarQ by Flipkart 90 L Direct Cool Single Door 1 Star Refrigerator 100BD1MQG1,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 190 L Direct Cool Single Door 3 Star Refrigerator 190BD3MQW,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 271 L Frost Free Double Door 2 Star Refrigerator 272JF2MQDS,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 338 L Frost Free Double Door 2 Star Refrigerator 340JF2MQDS,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 308 L Frost Free Double Door 3 Star Refrigerator 310JF3MQDS,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 195 L Direct Cool Single Door 2 Star Refrigerator MDCR195PG,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 180 L Direct Cool Single Door 3 Star Refrigerator 180BD3MQR,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 472 L Frost Free Side by Side 2 Star Refrigerator 472GFDMQS,B-br I-br I-br O O O O O O O O O O B-mo
MarQ by Flipkart 563 L Frost Free Side by Side Refrigerator 563GSMQS,B-br I-br I-br O O O O O O O O B-mo
MarQ by Flipkart 180 L Direct Cool Single Door 3 Star Refrigerator MDCR180PG,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 566 L Frost Free Side by Side Refrigerator 560GHSBMQ,B-br I-br I-br O O O O O O O O B-mo
MarQ by Flipkart 93 L Direct Cool Single Door 2 Star Refrigerator 93HSDMQ,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 90 L Direct Cool Single Door 1 Star Refrigerator 100BD1MQG,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 252 L Frost Free Double Door 3 Star Refrigerator 252CFDS3MQ,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 170 L Direct Cool Single Door 2 Star Refrigerator 170BD2MQB1,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 170 L Direct Cool Single Door 2 Star Refrigerator 170BD2MQR,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 215 L Direct Cool Single Door 5 Star Refrigerator 215DD5SMQBS-HDA,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 245 L Direct Cool Single Door 5 Star Refrigerator 245DD5SMQBP-HDA,B-br I-br I-br O O O O O O O O O B-mo
MarQ by Flipkart 196 L Direct Cool Single Door 4 Star Refrigerator 196BD4MQR2,B-br I-br I-br O O O O O O O O O B-mo
Midea 482 L Frost Free Side by Side Refrigerator MDRS619FGG28IND,B-br O O O O O O O O B-mo
Midea 45 L Direct Cool Single Door 2 Star Refrigerator MDRD86FGE31,B-br O O O O O O O O O B-mo
Midea 95 L Direct Cool Single Door 1 Star Refrigerator MDRD142FGF03,B-br O O O O O O O O O B-mo
Mitashi 345 L Frost Free Double Door Bottom Mount 2 Star Refrigerator MiRFBMF2S345v20,B-br O O O O O O O O O O O B-mo
Mitashi 510 L Frost Free Side by Side Inverter Technology Refrigerator MiRFSBS1S510v20,B-br O O O O O O O O O O B-mo
Mitashi 52 L Direct Cool Single Door 2 Star Refrigerator MiRFSDM2S052v120,B-br O O O O O O O O O B-mo
Mitashi 100 L Direct Cool Single Door 2 Star Refrigerator MiRFSDM2S100v120,B-br O O O O O O O O O B-mo
Mitashi 46 L Direct Cool Single Door 2 Star Refrigerator MSD050RF100,B-br O O O O O O O O O B-mo
Mitashi 240 L Frost Free Double Door 3 Star Refrigerator MiRFDDG240V15,B-br O O O O O O O O O B-mo
Mitashi 145 L Direct Cool Double Door 2 Star Refrigerator MiRFDDP2S145v20,B-br O O O O O O O O O B-mo
Mitashi 240 L Direct Cool Double Door 2 Star Refrigerator MiRFDDP2S240v20,B-br O O O O O O O O O B-mo
Mitashi 145 L Direct Cool Single Door 3 Star Refrigerator MiRFDDS145V15,B-br O O O O O O O O O B-mo
Mitashi 240 L Direct Cool Double Door 3 Star Refrigerator MiRFDDM240V25,B-br O O O O O O O O O B-mo
Mitashi 87 L Direct Cool Single Door 2 Star Refrigerator MSD090RF100,B-br O O O O O O O O O B-mo
Motorola 592 L Frost Free Side by Side Refrigerator 592HSMTB,B-br O O O O O O O O B-mo
Motorola 533 L Frost Free Multi-Door Refrigerator 533AFDMTB,B-br O O O O O O B-mo
Motorola 338 L Frost Free Double Door 3 Star Refrigerator 340JF3MTBG,B-br O O O O O O O O O B-mo
Motorola 308 L Frost Free Double Door 3 Star Refrigerator 310JF3MTBG,B-br O O O O O O O O O B-mo
Motorola 271 L Frost Free Double Door 3 Star Refrigerator 272JF3MTBG,B-br O O O O O O O O O B-mo
Motorola 507 L Frost Free Multi-Door Refrigerator 507AFDMTB,B-br O O O O O O B-mo
Onida 190 L Direct Cool Single Door 3 Star Refrigerator RDS1903B,B-br O O O O O O O O O B-mo
Onida 190 L Direct Cool Single Door 3 Star Refrigerator RDS1903R,B-br O O O O O O O O O B-mo
Onida 92 L Direct Cool Single Door 1 Star Refrigerator RDS1001SG,B-br O O O O O O O O O B-mo
Onida 215 L Direct Cool Single Door 2 Star Refrigerator RDS2152P,B-br O O O O O O O O O B-mo
Onida 190 L Direct Cool Single Door 3 Star Refrigerator RDS1903P,B-br O O O O O O O O O B-mo
Onida 190 L Direct Cool Single Door 3 Star Refrigerator RDS2053B,B-br O O O O O O O O O B-mo
Onida 190 L Direct Cool Single Door 3 Star Refrigerator RDS2053R,B-br O O O O O O O O O B-mo
Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator NR A201BLSN,B-br O O O O O O O O O O O
Panasonic 307 L Frost Free Double Door 3 Star Refrigerator NRMBG31VSS3,B-br O O O O O O O O O B-mo
Panasonic 584 L Frost Free Side by Side Inverter Technology Refrigerator NRBS60VKX1,B-br O O O O O O O O O O B-mo
Panasonic 307 L Frost Free Double Door 3 Star Refrigerator NRBG311VPW3,B-br O O O O O O O O O B-mo
Panasonic 309 L Frost Free Double Door 3 Star Refrigerator NR TG321CUSN,B-br O O O O O O O O O B-mo I-mo
Panasonic 335 L Frost Free Double Door 2 Star Refrigerator NRTBG34VSS3,B-br O O O O O O O O O B-mo
Panasonic 338 L Frost Free Double Door 3 Star Refrigerator NR TG351CUSN,B-br O O O O O O O O O B-mo I-mo
Panasonic 268 L Frost Free Double Door 2 Star Refrigerator NRTBG27VSS3,B-br O O O O O O O O O B-mo
Panasonic 450 L Frost Free Double Door 3 Star Refrigerator NRBX468VVX3,B-br O O O O O O O O O B-mo
Panasonic 336 L Frost Free Double Door 3 Star Refrigerator NR-BG343VGG3,B-br O O O O O O O O O B-mo
Panasonic 307 L Frost Free Double Door 3 Star Refrigerator NRBG311PLW3,B-br O O O O O O O O O B-mo
Panasonic 551 L Frost Free Multi Door Inverter Technology Refrigerator NRCY550GKXZ,B-br O O O O O O O O O B-mo
Panasonic 592 L Frost Free Side by Side Refrigerator NR BS62GKX1,B-br O O O O O O O O B-mo I-mo
Panasonic 592 L Frost Free Side by Side Refrigerator NR BS62MKX1,B-br O O O O O O O O B-mo I-mo
Panasonic 336 L Frost Free Double Door 3 Star Refrigerator NRMBG34VSS3,B-br O O O O O O O O O B-mo
Panasonic 307 L Frost Free Double Door 3 Star Refrigerator NR-BG313VGG3,B-br O O O O O O O O O B-mo
Panasonic 307 L Frost Free Double Door 3 Star Refrigerator NRBG311VSS3,B-br O O O O O O O O O B-mo
Panasonic 305 L Frost Free Double Door 2 Star Refrigerator NRTBG31VSS3,B-br O O O O O O O O O B-mo
Panasonic 296 L Frost Free Double Door 2 Star Refrigerator NRBL307PSX1,B-br O O O O O O O O O B-mo
Panasonic 333 L Frost Free Double Door 2 Star Refrigerator NRBL347VSX1,B-br O O O O O O O O O B-mo
Panasonic 296 L Frost Free Double Door 2 Star Refrigerator NRBR307VSX1,B-br O O O O O O O O O B-mo
Panasonic 296 L Frost Free Double Door 2 Star Refrigerator NRBR307RKX1,B-br O O O O O O O O O B-mo
Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator NR A201BTAN,B-br O O O O O O O O O B-mo I-mo
Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator NR A201BEAN,B-br O O O O O O O O O B-mo I-mo
Panasonic 465 L Frost Free Double Door 2 Star Refrigerator NR BX471CPKN,B-br O O O O O O O O O B-mo I-mo
Panasonic 197 L Direct Cool Single Door 3 Star Refrigerator NR A201CEMN,B-br O O O O O O O O O B-mo I-mo
Panasonic 465 L Frost Free Double Door 2 Star Refrigerator NR BX471WGMN,B-br O O O O O O O O O B-mo I-mo
Panasonic 280 L Frost Free Double Door 2 Star Refrigerator NR TH292BUHN,B-br O O O O O O O O O B-mo I-mo
Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator NR A201BTRN,B-br O O O O O O O O O B-mo I-mo
Panasonic 260 L Frost Free Double Door 3 Star Refrigerator NR TH272CPAN,B-br O O O O O O O O O B-mo I-mo
Realme TechLife 215 L Direct Cool Single Door 2 Star Refrigerator 215BD2RMB1,B-br I-br O O O O O O O O O B-mo
Realme TechLife 260 L Frost Free Double Door 3 Star Refrigerator 261JF3RMBG,B-br I-br O O O O O O O O O B-mo
Realme TechLife 195 L Direct Cool Single Door 2 Star Refrigerator 195BD2RMB1,B-br I-br O O O O O O O O O B-mo
Realme TechLife 338 L Frost Free Double Door 3 Star Refrigerator 340JF3RMBG,B-br I-br O O O O O O O O O B-mo
Realme TechLife 308 L Frost Free Double Door 3 Star Refrigerator 310JF3RMBG,B-br I-br O O O O O O O O O B-mo
Realme TechLife 280 L Frost Free Double Door 2 Star Refrigerator 281JF2RMBG,B-br I-br O O O O O O O O O B-mo
Realme TechLife 280 L Frost Free Double Door 3 Star Refrigerator 281JF3RMBG,B-br I-br O O O O O O O O O B-mo
Realme TechLife 308 L Frost Free Double Door 2 Star Refrigerator 310JF2RMBG,B-br I-br O O O O O O O O O B-mo
Realme TechLife 564 L Frost Free Side by Side Refrigerator 564ASRM,B-br I-br O O O O O O O O B-mo
Samsung 198 L Direct Cool Single Door 4 Star Refrigerator RR21T2H2XCR,B-br O O O O O O O O O B-mo
Samsung 212 L Direct Cool Single Door 3 Star Refrigerator RR22M272ZS8,B-br O O O O O O O O O B-mo
Samsung 275 L Frost Free Double Door 3 Star Refrigerator RT30T3743S9,B-br O O O O O O O O O B-mo
Samsung 253 L Frost Free Double Door 3 Star Refrigerator RT28T3743S8,B-br O O O O O O O O O B-mo
Samsung 415 L Frost Free Double Door 4 Star Refrigerator RT42M553ES8,B-br O O O O O O O O O B-mo
Samsung 324 L Frost Free Double Door 3 Star Refrigerator RT34M5538S8,B-br O O O O O O O O O B-mo
Samsung 230 L Direct Cool Single Door 3 Star Refrigerator RR24B282YGS,B-br O O O O O O O O O B-mo
Samsung 275 L Frost Free Double Door 3 Star Refrigerator RT30T3443S9,B-br O O O O O O O O O B-mo
Samsung 198 L Direct Cool Single Door 5 Star Refrigerator RR21A2H2WTU/HL,B-br O O O O O O O O O B-mo
Samsung 198 L Direct Cool Single Door 5 Star Refrigerator RR21T2H2W9R,B-br O O O O O O O O O B-mo
Samsung 478 L Frost Free Double Door 3 Star Refrigerator RT49K6338BS,B-br O O O O O O O O O B-mo
Samsung 198 L Direct Cool Single Door 4 Star Refrigerator RR21A2F2XNV/HL,B-br O O O O O O O O O B-mo
Samsung 192 L Direct Cool Single Door 3 Star Refrigerator RR20R1Y2YS8,B-br O O O O O O O O O B-mo
Samsung 192 L Direct Cool Single Door 3 Star Refrigerator RR20A182YCR,B-br O O O O O O O O O B-mo
Samsung 195 L Direct Cool Single Door 1 Star Refrigerator RR19A20CAGS/NL,B-br O O O O O O O O O B-mo
Samsung 692 L Frost Free Side by Side Refrigerator RS72A50K1SL/TL,B-br O O O O O O O O B-mo
Samsung 478 L Frost Free Double Door 3 Star Refrigerator RT49R633ESL/TL,B-br O O O O O O O O O B-mo
Samsung 192 L Direct Cool Single Door 3 Star Refrigerator RR20A272YCU/NL,B-br O O O O O O O O O B-mo
Samsung 324 L Frost Free Double Door 3 Star Refrigerator RT34B4513QB/HL,B-br O O O O O O O O O B-mo
Samsung 192 L Direct Cool Single Door 2 Star Refrigerator RR20A181BR8,B-br O O O O O O O O O B-mo
Samsung 551 L Frost Free Double Door Top Mount 2 Star Refrigerator RT56B6378SL,B-br O O O O O O O O O O O B-mo
